Fertilizante,Tipo,numero
Gallinaza. Cal dolomita y Fosforita Huila,orgánicos,38
KCL,orgánico-minerales,37
NaN,No aplica,50
Nitrato de Potasio,orgánico-minerales,37
Nitrato de potasio. abono orgánico y Cal,orgánico-minerales,37
Nitrato de potasio. Nitrato de calcio y Menores,orgánico-minerales,37
N-P-K . Magnesio. zufre y Calcio,orgánico-minerales,37
Urea y Nitrato de potasio,orgánico-minerales,37
Urea.  DAP y Menores,orgánico-minerales,37
Urea. Abono orgánico y Cal,orgánico-minerales,37
Urea. DAP y KCl,orgánico-minerales,37
Urea. DAP y Menores,orgánico-minerales,37
Urea. DAP y Sulfato de amonio,orgánico-minerales,37
Urea. DAP y Sulfato de magnesio,orgánico-minerales,37
Urea. DAP. Cal dolomita y Abono orgánico,orgánico-minerales,37
Urea. Dap. Cal dolomita. Fosforita Huila y Yeso Agrícola,orgánico-minerales,37
Urea. DAP. KCl . Sulfato de amonio y Menores,orgánico-minerales,37
Urea. DAP. KCl sulfato de magnesio y sulfato de zinc,orgánico-minerales,37
Urea. DAP. KCl y Amidas,orgánico-minerales,37
Urea. DAP. KCl y Gallinaza,orgánico-minerales,37
Urea. DAP. KCl y Menores,orgánico-minerales,37
Urea. DAP. KCl y Sulfato de Manganeso,orgánico-minerales,37
Urea. DAP. KCl. Amidas y Gallinaza,orgánico-minerales,37
Urea. DAP. KCl. Menores y Cal,orgánico-minerales,37
Urea. Dap. KCl. Sulfato de magnesio y Cal dolomita,orgánico-minerales,37
Urea. DAP. KCl. Sulfato de magnesio. Yeso agrícola y Menores,orgánico-minerales,37
Urea. DAP. Menores y Gallinaza,orgánico-minerales,37
Urea. KCl y Cal,orgánico-minerales,37
Urea. KCl y DAP,orgánico-minerales,37
Urea. KCl y Menores,orgánico-minerales,37
Urea. KCl y Sulfato de potasio,orgánico-minerales,37
Urea. KCl. Sulfato de magnesio,orgánico-minerales,37
Urea. KCl. Yeso Agrícola y Cal dolomita,orgánico-minerales,37
Urea. Sulfato de magnesio y Escorias thomas,orgánico-minerales,37
Urea. Sulfato de potasio. sulfato de manganeso y sulfato de zinc,orgánico-minerales,37
